column,start,length
HS 5-YEAR GRAD RATE SUBREGION %,1474,5
HS 5-YEAR GRAD RATE DISTRICT %,1480,5
HS 5-YEAR GRAD RATE STATE %,1486,5
HS 5-YEAR GRAD RATE SCHOOL %,1492,5
HS 5-YEAR GRAD RATE SUBREGION %,1498,5
HS 5-YEAR GRAD RATE DISTRICT %,1504,5
HS 5-YEAR GRAD RATE STATE %,1510,5
HS 5-YEAR GRAD RATE SCHOOL %,1516,5
HS 5-YEAR GRAD RATE SUBREGION %,1522,5
HS 5-YEAR GRAD RATE DISTRICT %,1528,5
HS 5-YEAR GRAD RATE STATE %,1534,5
HS 5-YEAR GRAD RATE SCHOOL %,1540,5
HS 5-YEAR GRAD RATE SUBREGION %,1546,5
HS 5-YEAR GRAD RATE DISTRICT %,1552,5
HS 5-YEAR GRAD RATE STATE %,1558,5
HS 5-YEAR GRAD RATE SCHOOL %,1564,5
HS 5-YEAR GRAD RATE SUBREGION %,1570,5
HS 5-YEAR GRAD RATE DISTRICT %,1576,5
HS 5-YEAR GRAD RATE STATE %,1582,5
ACT COMP SCHOOL,1588,4
ACT COMP SUBREGION,1593,4
ACT COMP DISTRICT,1598,4
ACT COMP STATE,1603,4
ACT ENGL SCHOOL SCORE,1608,4
ACT ENGL SUBREGION,1613,4
ACT ENGL DISTRICT SCORE,1618,4
ACT ENGL STATE SCORE,1623,4
ACT MATH SCHOOL SCORE,1628,4
ACT MATH SUBREGION,1633,4
ACT MATH DISTRICT SCORE,1638,4
ACT MATH STATE SCORE,1643,4
ACT READ SCHOOL SCORE,1648,4
ACT READ SUBREGION,1653,4
ACT READ DISTRICT SCORE,1658,4
ACT READ STATE SCORE,1663,4
ACT SCIE SCHOOL SCORE,1668,4
ACT SCIE SUBREGION,1673,4
ACT SCIE DISTRICT SCORE,1678,4
ACT SCIE STATE SCORE,1683,4
 AVG CLASS SIZE - SCHOOL (KG),1688,4
 AVG CLASS SIZE - SUBREGION (KG),1693,4
 AVG CLASS SIZE - DISTRICT (KG),1698,4
 AVG CLASS SIZE - STATE (KG),1703,4
 AVG CLASS SIZE - SCHOOL (GR1),1708,4
 AVG CLASS SIZE - SUBREGION (GR1),1713,4
 AVG CLASS SIZE - DISTRICT (GR1),1718,4
 AVG CLASS SIZE - STATE (GR1),1723,4
 AVG CLASS SIZE - SCHOOL (GR2),1728,4
 AVG CLASS SIZE - SUBREGION (GR2),1733,4
 AVG CLASS SIZE - DISTRICT (GR2),1738,4
 AVG CLASS SIZE - STATE (GR2),1743,4
 AVG CLASS SIZE - SCHOOL (GR3),1748,4
 AVG CLASS SIZE - SUBREGION (GR3),1753,4
 AVG CLASS SIZE - DISTRICT (GR3),1758,4
 AVG CLASS SIZE - STATE (GR3),1763,4
 AVG CLASS SIZE - SCHOOL (GR4),1768,4
 AVG CLASS SIZE - SUBREGION (GR4),1773,4
 AVG CLASS SIZE - DISTRICT (GR4),1778,4
 AVG CLASS SIZE - STATE (GR4),1783,4
 AVG CLASS SIZE - SCHOOL (GR5),1788,4
 AVG CLASS SIZE - SUBREGION (GR5),1793,4
 AVG CLASS SIZE - DISTRICT (GR5),1798,4
 AVG CLASS SIZE - STATE (GR5),1803,4
 AVG CLASS SIZE - SCHOOL (GR6),1808,4
 AVG CLASS SIZE - SUBREGION (GR6),1813,4
 AVG CLASS SIZE - DISTRICT (GR6),1818,4
 AVG CLASS SIZE - STATE (GR6),1823,4
 AVG CLASS SIZE - SCHOOL (GR7),1828,4
 AVG CLASS SIZE - SUBREGION (GR7),1833,4
 AVG CLASS SIZE - DISTRICT (GR7),1838,4
 AVG CLASS SIZE - STATE (GR7),1843,4
 AVG CLASS SIZE - SCHOOL (GR8),1848,4
 AVG CLASS SIZE - SUBREGION (GR8),1853,4
 AVG CLASS SIZE - DISTRICT (GR8),1858,4
 AVG CLASS SIZE - STATE (GR8),1863,4
 AVG CLASS SIZE - SCHOOL (H.S.),1868,4
 AVG CLASS SIZE - SUBREGION (H.S.),1873,4
 AVG CLASS SIZE - DISTRICT (H.S.),1878,4
 AVG CLASS SIZE - STATE (H.S.),1883,4
MIN PER DAY MATH (GR3) SCHOOL,1888,3
MIN PER DAY MATH (GR3) SUBREGION,1892,3
MIN PER DAY MATH (GR3) DISTRICT,1896,3
MIN PER DAY MATH (GR3) STATE,1900,3
MIN PER DAY MATH (GR6) SCHOOL,1904,3
MIN PER DAY MATH (GR6) SUBREGION,1908,3
MIN PER DAY MATH (GR6) DISTRICT,1912,3
MIN PER DAY MATH (GR6) STATE,1916,3
MIN PER DAY MATH (GR8) SCHOOL,1920,3
MIN PER DAY MATH (GR8) SUBREGION,1924,3
MIN PER DAY MATH (GR8) DISTRICT,1928,3
MIN PER DAY MATH (GR8) STATE,1932,3
MIN PER DAY SCIE (GR3) SCHOOL,1936,3
MIN PER DAY SCIE (GR3) SUBREGION,1940,3
MIN PER DAY SCIE (GR3) DISTRICT,1944,3
MIN PER DAY SCIE (GR3) STATE,1948,3
MIN PER DAY SCIE (GR6) SCHOOL,1952,3
MIN PER DAY SCIE (GR6) SUBREGION,1956,3
MIN PER DAY SCIE (GR6) DISTRICT,1960,3
MIN PER DAY SCIE (GR6) STATE,1964,3
MIN PER DAY SCIE (GR8) SCHOOL,1968,3
MIN PER DAY SCIE (GR8) SUBREGION,1972,3
MIN PER DAY SCIE (GR8) DISTRICT,1976,3
MIN PER DAY SCIE (GR8) STATE,1980,3
MIN PER DAY ENGL (GR3) SCHOOL,1984,3
MIN PER DAY ENGL (GR3) SUBREGION,1988,3
MIN PER DAY ENGL (GR3) DISTRICT,1992,3
MIN PER DAY ENGL (GR3) STATE,1996,3
MIN PER DAY ENGL (GR6) SCHOOL,2000,3
MIN PER DAY ENGL (GR6) SUBREGION,2004,3
MIN PER DAY ENGL (GR6) DISTRICT,2008,3
MIN PER DAY ENGL (GR6) STATE,2012,3
MIN PER DAY ENGL (GR8) SCHOOL,2016,3
MIN PER DAY ENGL (GR8) SUBREGION,2020,3
MIN PER DAY ENGL (GR8) DISTRICT,2024,3
MIN PER DAY ENGL (GR8) STATE,2028,3
MIN PER DAY SOSC (GR3) SCHOOL,2032,3
MIN PER DAY SOSC (GR3) SUBREGION,2036,3
MIN PER DAY SOSC (GR3) DISTRICT,2040,3
MIN PER DAY SOSC (GR3) STATE,2044,3
MIN PER DAY SOSC (GR6) SCHOOL,2048,3
MIN PER DAY SOSC (GR6) SUBREGION,2052,3
MIN PER DAY SOSC (GR6) DISTRICT,2056,3
MIN PER DAY SOSC (GR6) STATE,2060,3
MIN PER DAY SOSC (GR8) SCHOOL,2064,3
MIN PER DAY SOSC (GR8) SUBREGION,2068,3
MIN PER DAY SOSC (GR8) DISTRICT,2072,3
MIN PER DAY SOSC (GR8) STATE,2076,3
% WHITE TEACHER - DISTRICT,2080,5
% WHITE TEACHER - STATE,2086,5
% BLACK TEACHER - DISTRICT,2092,5
% BLACK TEACH ER- STATE,2098,5
% HISPANIC TEACHER - DISTRICT,2104,5
% HISPANIC TEACHER - STATE,2110,5
% ASIAN TEACHER - DISTRICT,2116,5
% ASIAN TEACHER - STATE,2122,5
% NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER TEACHER - DISTRICT,2128,5
% NATIVE HAWAIIAN OR OTHER PACIFIC ISLANDER TEACHER - STATE,2134,5
% NATIVE AMERICAN TEACHER - DISTRICT,2140,5
% NATIVE AMERICAN TEACHER - STATE,2146,5
% TWO OR MORE RACES TEACHER - DISTRICT,2152,5
% TWO OR MORE RACES TEACHER - STATE,2158,5
% UNKNOWN RACE TEACHER - DISTRICT,2164,5
% UNKNOWN RACE TEACHER - STATE,2170,5
% MALE TEACHER - DISTRICT,2176,5
% MALE TEACHER - STATE,2182,5
% FEMALE TEACHER - DISTRICT,2188,5
% FEMALE TEACHER - STATE,2194,5
TOTAL TEACH FTE COUNT- DISTRICT,2200,7
TOTAL TEACH FTE COUNT- STATE,2208,7
AVG TEACH EXP. - DISTRICT,2216,5
AVG TEACH EXP. - STATE,2222,5
AVG TEACH EXP. - DISTRICT HIGH POVERTY,2228,5
AVG TEACH EXP. - DISTRICT LOW POVERTY,2234,5
AVG TEACH EXP. - STATE HIGH POVERTY,2240,5
AVG TEACH EXP. - STATE LOW POVERTY,2246,5
AVG TEACH EXP. - ALL(DIST TYPE),2252,5
AVG TEACH EXP. - ALL(DIST SIZE),2258,5
BACH DEGREE - DISTRICT,2264,5
BACH DEGREE - STATE,2270,5
BACH DEGREE - DISTRICT HIGH POVERTY,2276,5
BACH DEGREE - DISTRICT LOW POVERTY,2282,5
BACH DEGREE - STATE HIGH POVERTY,2288,5
BACH DEGREE - STATE LOW POVERTY,2294,5
BACH DEGREE - ALL(DIST TYPE),2300,5
BACH DEGREE - ALL(DIST SIZE),2306,5
MA+ DEGREE - DISTRICT,2312,5
MA+ DEGREE - STATE,2318,5
MA+ DEGREE - DISTRICT HIGH POVERTY,2324,5
MA+ DEGREE - DISTRICT LOW POVERTY,2330,5
MA+ DEGREE - STATE HIGH POVERTY,2336,5
MA+ DEGREE - STATE LOW POVERTY,2342,5
MA+ DEGREE - ALL(DIST TYPE),2348,5
MA+ DEGREE - ALL(DIST SIZE),2354,5
PUPIL-TEACHER RATIO -ELEM DISTRICT,2360,5
PUPIL-TEACHER RATIO -ELEM STATE,2366,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST TYPE),2372,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST SIZE),2378,5
PUPIL-TEACHER RATIO -HS DISTRICT,2384,5
PUPIL-TEACHER RATIO -HS STATE,2390,5
PUPIL-TEACHER RATIO -HS ALL(DIST TYPE),2396,5
PUPIL-TEACHER RATIO -HS ALL(DIST SIZE),2402,5
PUPIL-CERTIFIED STAFF RATIO  DISTRICT,2408,5
PUPIL-CERTIFIED STAFF RATIO  STATE,2414,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST TYPE),2420,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST SIZE),2426,5
PUPIL-ADMIN RATIO DISTRICT,2432,5
PUPIL-ADMIN RATIO STATE,2438,5
PUPIL-ADMIN RATIO ALL(DIST TYPE),2444,5
PUPIL-ADMIN RATIO ALL(DIST SIZE),2450,5
AVG TEACHER SALARY DISTRICT,2456,8
AVG TEACHER SALARY STATE,2465,8
AVG TEACHER SALARY ALL(DIST TYPE),2474,8
AVG TEACHER SALARY ALL(DIST SIZE),2483,8
AVG ADMIN SALARY DISTRICT,2492,8
AVG ADMIN SALARY STATE,2501,8
AVG ADMIN SALARY ALL(DIST TYPE),2510,8
AVG ADMIN SALARY ALL(DIST SIZE),2519,8
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SCHOOL),2528,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SUBREG),2534,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(DISTRICT),2540,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(STATE),2546,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (DISTRICT HIGH POVERTY),2552,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (DISTRICT LOW POVERTY),2558,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE HIGH POVERTY),2564,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE LOW POVERTY),2570,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SCHOOL),2576,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SUBREG),2582,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(DISTRICT),2588,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(STATE),2594,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(DISTRICT HIGH POVERTY),2600,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(DISTRICT LOW POVERTY),2606,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE HIGH POVERTY),2612,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE LOW POVERTY),2618,5
LOCAL PROPERTY TAXES - DISTRICT DOLLAR,2624,15
LOCAL PROPERTY TAXES - DISTRICT %,2640,5
LOCAL PROPERTY TAXES - STATE %,2646,5
OTHER LOCAL FUNDING - DISTRICT DOLLAR,2652,15
OTHER LOCAL FUNDING - DISTRICT %,2668,5
OTHER LOCAL FUNDING - STATE %,2674,5
GENERAL STATE AID - DISTRICT DOLLAR,2680,15
GENERAL STATE AID - DISTRICT %,2696,5
GENERAL STATE AID - STATE %,2702,5
OTHER STATE FUNDING - DISTRICT DOLLAR,2708,15
OTHER STATE FUNDING - DISTRICT %,2724,5
OTHER STATE FUNDING - STATE %,2730,5
FEDERAL FUNDING - DISTRICT DOLLAR,2736,15
FEDERAL FUNDING - DISTRICT %,2752,5
FEDERAL FUNDING - STATE %,2758,5
TOTAL REVENUE SOURCE,2764,15
EAV PER PUPIL  DISTRICT,2780,10
EAV PER PUPIL  ALL(DIST TYPE),2791,10
EAV PER PUPIL  ALL(DIST SIZE),2802,10
TOT SCHL TAX RATE PER $100  DISTRICT,2813,5
TOT SCHL TAX RATE PER $100  ALL(DIST TYPE),2819,5
TOT SCHL TAX RATE PER $100  ALL(DIST SIZE),2825,5
INSTRUCT EXPEND PER PUPIL  DISTRICT,2831,8
INSTRUCT EXPEND PER PUPIL  STATE,2840,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST TYPE),2849,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST SIZE),2858,8
OPER EXPEND PP - DISTRICT,2867,8
OPER EXPEND PP - STATE,2876,8
OPER EXPEND PP - ALL(DIST TYPE),2885,8
OPER EXPEND PP - ALL(DIST SIZE),2894,8
INSTRUCTION  -  DOLLARS,2903,15
INSTRUCTION  -  DISTRICT %,2919,5
INSTRUCTION  -  STATE %,2925,5
GENERAL ADMIN  -  DOLLARS,2931,15
GENERAL ADMIN  -  DISTRICT %,2947,5
GENERAL ADMIN  -  STATE %,2953,5
SUPPORTING SERVICES  -  DOLLARS,2959,15
SUPPORTING SERVICES  -  DISTRICT %,2975,5
SUPPORTING SERVICES  -  STATE %,2981,5
OTHER EXPENDITURES  -  DOLLARS,2987,15
OTHER EXPENDITURES  -  DISTRICT %,3003,5
OTHER EXPENDITURES  -  STATE %,3009,5
EDUCATION FUND - DOLLARS,3015,15
EDUCATION FUND - DISTRICT %,3031,5
EDUCATION FUND - STATE %,3037,5
OPERATIONS/B/M - DOLLARS,3043,15
OPERATIONS/B/M - DISTRICT %,3059,5
OPERATIONS/B/M - STATE %,3065,5
TRANSPORTATION - DOLLARS,3071,15
TRANSPORTATION - DISTRICT %,3087,5
TRANSPORTATION - STATE %,3093,5
DEBT SERVICE - DOLLARS,3099,15
DEBT SERVICE - DISTRICT %,3115,5
DEBT SERVICE - STATE %,3121,5
TORT - DOLLARS,3127,15
TORT - DISTRICT %,3143,5
TORT - STATE %,3149,5
MUNIC. RET./SOC. SECURITY - DOLLARS,3155,15
MUNIC. RET./SOC. SECURITY - DISTRICT %,3171,5
MUNIC. RET./SOC. SECURITY  - STATE %,3177,5
FIRE PREV. & SAFETY- DOLLARS,3183,15
FIRE PREV. & SAFETY - DISTRICT %,3199,5
FIRE PREV. & SAFETY- STATE %,3205,5
CAPITAL PROJECTS FUND - DOLLARS,3211,15
CAPITAL PROJECTS FUND - DISTRICT %,3227,5
CAPITAL PROJECTS FUND - STATE %,3233,5
TOTAL EXPENDITURES,3239,15
"TOTAL SCHOOL ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3255,5
"TOTAL SUBREGION ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3261,7
"TOTAL DISTRICT ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3269,7
"TOTAL STATE ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3277,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL),3287,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION),3293,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT),3299,5
% OF STUDENTS NOT TAKING READING TESTS (STATE),3305,5
"TOTAL SCHOOL ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3311,5
"TOTAL SUBREGION ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3317,7
"TOTAL DISTRICT ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3325,7
"TOTAL STATE ENROLLMENT IN READING FOR GRADE 3-8, AND 11",3333,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL),3343,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION),3349,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT),3355,5
