column,start,length
AVG CLASS SIZE - STATE (H.S.),1423,4
MIN PER DAY MATH (GR3) SCHOOL,1428,3
MIN PER DAY MATH (GR3) SUBREGION,1432,3
MIN PER DAY MATH (GR3) DISTRICT,1436,3
MIN PER DAY MATH (GR3) STATE,1440,3
MIN PER DAY MATH (GR6) SCHOOL,1444,3
MIN PER DAY MATH (GR6) SUBREGION,1448,3
MIN PER DAY MATH (GR6) DISTRICT,1452,3
MIN PER DAY MATH (GR6) STATE,1456,3
MIN PER DAY MATH (GR8) SCHOOL,1460,3
MIN PER DAY MATH (GR8) SUBREGION,1464,3
MIN PER DAY MATH (GR8) DISTRICT,1468,3
MIN PER DAY MATH (GR8) STATE,1472,3
MIN PER DAY SCIE (GR3) SCHOOL,1476,3
MIN PER DAY SCIE (GR3) SUBREGION,1480,3
MIN PER DAY SCIE (GR3) DISTRICT,1484,3
MIN PER DAY SCIE (GR3) STATE,1488,3
MIN PER DAY SCIE (GR6) SCHOOL,1492,3
MIN PER DAY SCIE (GR6) SUBREGION,1496,3
MIN PER DAY SCIE (GR6) DISTRICT,1500,3
MIN PER DAY SCIE (GR6) STATE,1504,3
MIN PER DAY SCIE (GR8) SCHOOL,1508,3
MIN PER DAY SCIE (GR8) SUBREGION,1512,3
MIN PER DAY SCIE (GR8) DISTRICT,1516,3
MIN PER DAY SCIE (GR8) STATE,1520,3
MIN PER DAY ENGL (GR3) SCHOOL,1524,3
MIN PER DAY ENGL (GR3) SUBREGION,1528,3
MIN PER DAY ENGL (GR3) DISTRICT,1532,3
MIN PER DAY ENGL (GR3) STATE,1536,3
MIN PER DAY ENGL (GR6) SCHOOL,1540,3
MIN PER DAY ENGL (GR6) SUBREGION,1544,3
MIN PER DAY ENGL (GR6) DISTRICT,1548,3
MIN PER DAY ENGL (GR6) STATE,1552,3
MIN PER DAY ENGL (GR8) SCHOOL,1556,3
MIN PER DAY ENGL (GR8) SUBREGION,1560,3
MIN PER DAY ENGL (GR8) DISTRICT,1564,3
MIN PER DAY ENGL (GR8) STATE,1568,3
MIN PER DAY SOSC (GR3) SCHOOL,1572,3
MIN PER DAY SOSC (GR3) SUBREGION,1576,3
MIN PER DAY SOSC (GR3) DISTRICT,1580,3
MIN PER DAY SOSC (GR3) STATE,1584,3
MIN PER DAY SOSC (GR6) SCHOOL,1588,3
MIN PER DAY SOSC (GR6) SUBREGION,1592,3
MIN PER DAY SOSC (GR6) DISTRICT,1596,3
MIN PER DAY SOSC (GR6) STATE,1600,3
MIN PER DAY SOSC (GR8) SCHOOL,1604,3
MIN PER DAY SOSC (GR8) SUBREGION,1608,3
MIN PER DAY SOSC (GR8) DISTRICT,1612,3
MIN PER DAY SOSC (GR8) STATE,1616,3
% WHITE TEACH - DISTRICT,1620,5
% WHITE TEACH - STATE,1626,5
% BLACK TEACH - DISTRICT,1632,5
% BLACK TEACH - STATE,1638,5
% HISPANIC TEACH - DISTRICT,1644,5
% HISPANIC TEACH - STATE,1650,5
% ASIAN TEACH - DISTRICT,1656,5
% ASIAN TEACH - STATE,1662,5
% NATIVE AMER TEACH - DISTRICT,1668,5
% NATIVE AMER TEACH - STATE,1674,5
% MALE TEACH - DISTRICT,1680,5
% MALE TEACH - STATE,1686,5
% FEMALE TEACH - DISTRICT,1692,5
% FEMALE TEACH - STATE,1698,5
TOTAL TEACH FTE COUNT- DISTRICT,1704,7
TOTAL TEACH FTE COUNT- STATE,1712,7
AVG TEACH EXP. - DISTRICT,1720,5
AVG TEACH EXP. - STATE,1726,5
AVG TEACH EXP. - STATE HIGH POVERTY,1732,5
AVG TEACH EXP. - STATE LOW POVERTY,1738,5
AVG TEACH EXP. - ALL(DIST TYPE),1744,5
AVG TEACH EXP. - ALL(DIST SIZE),1750,5
BACH DEGREE - DISTRICT,1756,5
BACH DEGREE - STATE,1762,5
BACH DEGREE - STATE HIGH POVERTY,1768,5
BACH DEGREE - STATE LOW POVERTY,1774,5
BACH DEGREE - ALL(DIST TYPE),1780,5
BACH DEGREE - ALL(DIST SIZE),1786,5
MA+ DEGREE - DISTRICT,1792,5
MA+ DEGREE - STATE,1798,5
MA+ DEGREE - STATE HIGH POVERTY,1804,5
MA+ DEGREE - STATE LOW POVERTY,1810,5
MA+ DEGREE - ALL(DIST TYPE),1816,5
MA+ DEGREE - ALL(DIST SIZE),1822,5
PUPIL-TEACHER RATIO -ELEM DISTRICT,1828,5
PUPIL-TEACHER RATIO -ELEM STATE,1834,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST TYPE),1840,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST SIZE),1846,5
PUPIL-TEACHER RATIO -HS DISTRICT,1852,5
PUPIL-TEACHER RATIO -HS STATE,1858,5
PUPIL-TEACHER RATIO -HS ALL(DIST TYPE),1864,5
PUPIL-TEACHER RATIO -HS ALL(DIST SIZE),1870,5
PUPIL-CERTIFIED STAFF RATIO  DISTRICT,1876,5
PUPIL-CERTIFIED STAFF RATIO  STATE,1882,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST TYPE),1888,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST SIZE),1894,5
PUPIL-ADMIN RATIO DISTRICT,1900,5
PUPIL-ADMIN RATIO STATE,1906,5
PUPIL-ADMIN RATIO ALL(DIST TYPE),1912,5
PUPIL-ADMIN RATIO ALL(DIST SIZE),1918,5
AVG TEACHER SALARY DISTRICT,1924,8
AVG TEACHER SALARY STATE,1933,8
AVG TEACHER SALARY ALL(DIST TYPE),1942,8
AVG TEACHER SALARY ALL(DIST SIZE),1951,8
AVG ADMIN SALARY DISTRICT,1960,8
AVG ADMIN SALARY STATE,1969,8
AVG ADMIN SALARY ALL(DIST TYPE),1978,8
AVG ADMIN SALARY ALL(DIST SIZE),1987,8
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SCHOOL),1996,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SUBREG),2002,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(DISTRICT),2008,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(STATE),2014,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE HIGH POVERTY),2020,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE LOW POVERTY),2026,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SCHOOL),2032,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SUBREG),2038,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(DISTRICT),2044,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(STATE),2050,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE HIGH POVERTY),2056,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE LOW POVERTY),2062,5
LOCAL PROPERTY TAXES - DISTRICT DOLLAR (2003-04),2068,15
LOCAL PROPERTY TAXES - DISTRICT % (2003-04),2084,5
LOCAL PROPERTY TAXES - STATE % (2003-04),2090,5
OTHER LOCAL FUNDING - DISTRICT DOLLAR (2003-04),2096,15
OTHER LOCAL FUNDING - DISTRICT % (2003-04),2112,5
OTHER LOCAL FUNDING - STATE % (2003-04),2118,5
GENERAL STATE AID - DISTRICT DOLLAR (2003-04),2124,15
GENERAL STATE AID - DISTRICT % (2003-04),2140,5
GENERAL STATE AID - STATE % (2003-04),2146,5
OTHER STATE FUNDING - DISTRICT DOLLAR (2003-04),2152,15
OTHER STATE FUNDING - DISTRICT % (2003-04),2168,5
OTHER STATE FUNDING - STATE % (2003-04),2174,5
FEDERAL FUNDING - DISTRICT DOLLAR (2003-04),2180,15
FEDERAL FUNDING - DISTRICT % (2003-04),2196,5
FEDERAL FUNDING - STATE % (2003-04),2202,5
TOTAL REVENUE SOURCE (2003-04),2208,15
EAV PER PUPIL  DISTRICT (2002),2224,10
EAV PER PUPIL  ALL(DIST TYPE) (2002),2235,10
EAV PER PUPIL  ALL(DIST SIZE) (2002),2246,10
TOT SCHL TAX RATE PER $100  DISTRICT (2002),2257,5
TOT SCHL TAX RATE PER $100  ALL(DIST TYPE) (2002),2263,5
TOT SCHL TAX RATE PER $100  ALL(DIST SIZE) (2002),2269,5
INSTRUCT EXPEND PER PUPIL  DISTRICT (2003-04),2275,8
INSTRUCT EXPEND PER PUPIL  STATE (2003-04),2284,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST TYPE) (2003-04),2293,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST SIZE) (2003-04),2302,8
OPER EXPEND PP - DISTRICT (2003-04),2311,8
OPER EXPEND PP - STATE (2003-04),2320,8
OPER EXPEND PP - ALL(DIST TYPE) (2003-04),2329,8
OPER EXPEND PP - ALL(DIST SIZE) (2003-04),2338,8
INSTRUCTION  -  DOLLARS (2003-04),2347,15
INSTRUCTION  -  DISTRICT % (2003-04),2363,5
INSTRUCTION  -  STATE % (2003-04),2369,5
GENERAL ADMIN  -  DOLLARS (2003-04),2375,15
GENERAL ADMIN  -  DISTRICT % (2003-04),2391,5
GENERAL ADMIN  -  STATE % (2003-04),2397,5
SUPPORTING SERVICES  -  DOLLARS (2003-04),2403,15
SUPPORTING SERVICES  -  DISTRICT % (2003-04),2419,5
SUPPORTING SERVICES  -  STATE % (2003-04),2425,5
OTHER EXPENDITURES  -  DOLLARS (2003-04),2431,15
OTHER EXPENDITURES  -  DISTRICT % (2003-04),2447,5
OTHER EXPENDITURES  -  STATE % (2003-04),2453,5
EDUCATION FUND - DOLLARS (2003-04),2459,15
EDUCATION FUND - DISTRICT % (2003-04),2475,5
EDUCATION FUND - STATE % (2003-04),2481,5
OPERATIONS/B/M - DOLLARS (2003-04),2487,15
OPERATIONS/B/M - DISTRICT % (2003-04),2503,5
OPERATIONS/B/M - STATE % (2003-04),2509,5
TRANSPORTATION - DOLLARS (2003-04),2515,15
TRANSPORTATION - DISTRICT % (2003-04),2531,5
TRANSPORTATION - STATE % (2003-04),2537,5
BOND & INTEREST - DOLLARS (2003-04),2543,15
BOND & INTEREST - DISTRICT % (2003-04),2559,5
BOND & INTEREST - STATE % (2003-04),2565,5
RENT - DOLLARS (2003-04),2571,15
RENT - DISTRICT % (2003-04),2587,5
RENT - STATE % (2003-04),2593,5
MUNIC. RET./SOC. SECURITY - DOLLARS (2003-04),2599,15
MUNIC. RET./SOC. SECURITY - DISTRICT % (2003-04),2615,5
MUNIC. RET./SOC. SECURITY  - STATE % (2003-04),2621,5
FIRE PREV. & SAFETY- DOLLARS (2003-04),2627,15
FIRE PREV. & SAFETY - DISTRICT % (2003-04),2643,5
FIRE PREV. & SAFETY- STATE % (2003-04),2649,5
SITE & CONST./CAP. IMP. - DOLLARS (2003-04),2655,15
SITE & CONST./CAP. IMP.- DISTRICT % (2003-04),2671,5
SITE & CONST./CAP. IMP. - STATE % (2003-04),2677,5
TOTAL EXPENDITURES (2003-04),2683,15
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (ALL)",2699,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2705,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2713,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2721,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (ALL),2731,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (ALL),2737,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (ALL),2743,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (ALL),2749,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (ALL),2755,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (ALL),2761,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (ALL),2767,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (ALL),2773,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (MALE)",2779,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2785,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2793,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2801,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (MALE),2811,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (MALE),2817,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (MALE),2823,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (MALE),2829,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (MALE),2835,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (MALE),2841,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (MALE),2847,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (MALE),2853,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (FEMALE)",2859,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2865,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2873,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2881,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (FEMALE),2891,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (FEMALE),2897,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (FEMALE),2903,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (FEMALE),2909,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (FEMALE),2915,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (FEMALE),2921,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (FEMALE),2927,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (FEMALE),2933,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (WHITE)",2939,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2945,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2953,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2961,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (WHITE),2971,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (WHITE),2977,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (WHITE),2983,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (WHITE),2989,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (WHITE),2995,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (WHITE),3001,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (WHITE),3007,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (WHITE),3013,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (BLACK)",3019,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",3025,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",3033,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",3041,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (BLACK),3051,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (BLACK),3057,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (BLACK),3063,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (BLACK),3069,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (BLACK),3075,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (BLACK),3081,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (BLACK),3087,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (BLACK),3093,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (HISPANIC)",3099,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3105,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3113,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3121,9
