column,start,length
ATTENDANCE RATE STATE % (ALL),421,5
ATTENDANCE RATE SCHOOL % (MALE),427,5
ATTENDANCE RATE SUBREGION % (MALE),433,5
ATTENDANCE RATE DISTRICT % (MALE),439,5
ATTENDANCE RATE STATE % (MALE),445,5
ATTENDANCE RATE SCHOOL % (FEMALE),451,5
ATTENDANCE RATE SUBREGION % (FEMALE),457,5
ATTENDANCE RATE DISTRICT % (FEMALE),463,5
ATTENDANCE RATE STATE % (FEMALE),469,5
ATTENDANCE RATE SCHOOL % (WHITE),475,5
ATTENDANCE RATE SUBREGION % (WHITE),481,5
ATTENDANCE RATE DISTRICT % (WHITE),487,5
ATTENDANCE RATE STATE % (WHITE),493,5
ATTENDANCE RATE SCHOOL % (BLACK),499,5
ATTENDANCE RATE SUBREGION % (BLACK),505,5
ATTENDANCE RATE DISTRICT % (BLACK),511,5
ATTENDANCE RATE STATE % (BLACK),517,5
ATTENDANCE RATE SCHOOL % (HISPANIC),523,5
ATTENDANCE RATE SUBREGION % (HISPANIC),529,5
ATTENDANCE RATE DISTRICT % (HISPANIC),535,5
ATTENDANCE RATE STATE % (HISPANIC),541,5
ATTENDANCE RATE SCHOOL % (ASIAN),547,5
ATTENDANCE RATE SUBREGION % (ASIAN),553,5
ATTENDANCE RATE DISTRICT % (ASIAN),559,5
ATTENDANCE RATE STATE % (ASIAN),565,5
ATTENDANCE RATE SCHOOL % (NATIVE AMERICAN),571,5
ATTENDANCE RATE SUBREGION % (NATIVE AMERICAN),577,5
ATTENDANCE RATE DISTRICT % (NATIVE AMERICAN),583,5
ATTENDANCE RATE STATE % (NATIVE AMERICAN),589,5
ATTENDANCE RATE SCHOOL % (LEP),595,5
ATTENDANCE RATE SUBREGION % (LEP),601,5
ATTENDANCE RATE DISTRICT % (LEP),607,5
ATTENDANCE RATE STATE % (LEP),613,5
ATTENDANCE RATE SCHOOL % (MIGRANT),619,5
ATTENDANCE RATE SUBREGION % (MIGRANT),625,5
ATTENDANCE RATE DISTRICT % (MIGRANT),631,5
ATTENDANCE RATE STATE % (MIGRANT),637,5
ATTENDANCE RATE SCHOOL % (DISABILITY),643,5
ATTENDANCE RATE SUBREGION % (DISABILITY),649,5
ATTENDANCE RATE DISTRICT % (DISABILITY),655,5
ATTENDANCE RATE STATE % (DISABILITY),661,5
ATTENDANCE RATE SCHOOL % (LOW INCOME),667,5
ATTENDANCE RATE SUBREGION % (LOW INCOME),673,5
ATTENDANCE RATE DISTRICT % (LOW INCOME),679,5
ATTENDANCE RATE STATE % (LOW INCOME),685,5
MOBILITY RATE SCHOOL %,691,5
MOBILITY RATE SUBREGION %,697,5
MOBILITY RATE DISTRICT %,703,5
MOBILITY RATE STATE %,709,5
CHRONIC TRUANTS # - SCHOOL,715,5
CHRONIC TRUANTS  #- SUBREGION,721,6
CHRONIC TRUANTS  #- DISTRICT,728,6
CHRONIC TRUANTS  #- STATE,735,6
CHRONIC TRUANTS RATE SCHOOL %,742,5
CHRONIC TRUANTS RATE SUBREGION %,748,5
CHRONIC TRUANTS RATE DISTRICT %,754,5
CHRONIC TRUANTS RATE STATE %,760,5
DROPOUT RATE  SCHOOL %,766,5
DROPOUT RATE SUBREGION %,772,5
DROPOUT RATE DISTRICT %,778,5
DROPOUT RATE STATE %,784,5
HS GRAD RATE SCHOOL % (ALL),790,5
HS GRAD RATE SUBREGION % (ALL),796,5
HS GRAD RATE DISTRICT % (ALL),802,5
HS GRAD RATE STATE % (ALL),808,5
HS GRAD RATE SCHOOL % (MALE),814,5
HS GRAD RATE SUBREGION % (MALE),820,5
HS GRAD RATE DISTRICT % (MALE),826,5
HS GRAD RATE STATE % (MALE),832,5
HS GRAD RATE SCHOOL % (FEMALE),838,5
HS GRAD RATE SUBREGION % (FEMALE),844,5
HS GRAD RATE DISTRICT % (FEMALE),850,5
HS GRAD RATE STATE % (FEMALE),856,5
HS GRAD RATE SCHOOL % (WHITE),862,5
HS GRAD RATE SUBREGION % (WHITE),868,5
HS GRAD RATE DISTRICT % (WHITE),874,5
HS GRAD RATE STATE % (WHITE),880,5
HS GRAD RATE SCHOOL % (BLACK),886,5
HS GRAD RATE SUBREGION % (BLACK),892,5
HS GRAD RATE DISTRICT % (BLACK),898,5
HS GRAD RATE STATE % (BLACK),904,5
HS GRAD RATE SCHOOL % (HISPANIC),910,5
HS GRAD RATE SUBREGION % (HISPANIC),916,5
HS GRAD RATE DISTRICT % (HISPANIC),922,5
HS GRAD RATE STATE % (HISPANIC),928,5
HS GRAD RATE SCHOOL % (ASIAN),934,5
HS GRAD RATE SUBREGION % (ASIAN),940,5
HS GRAD RATE DISTRICT % (ASIAN),946,5
HS GRAD RATE STATE % (ASIAN),952,5
HS GRAD RATE SCHOOL % (NATIVE AMERICAN),958,5
HS GRAD RATE SUBREGION % (NATIVE AMERICAN),964,5
HS GRAD RATE DISTRICT % (NATIVE AMERICAN),970,5
HS GRAD RATE STATE % (NATIVE AMERICAN),976,5
HS GRAD RATE SCHOOL % (LEP),982,5
HS GRAD RATE SUBREGION % (LEP),988,5
HS GRAD RATE DISTRICT % (LEP),994,5
HS GRAD RATE STATE % (LEP),1000,5
HS GRAD RATE SCHOOL % (MIGRANT),1006,5
HS GRAD RATE SUBREGION % (MIGRANT),1012,5
HS GRAD RATE DISTRICT % (MIGRANT),1018,5
HS GRAD RATE STATE % (MIGRANT),1024,5
HS GRAD RATE SCHOOL % (DISABILITY),1030,5
HS GRAD RATE SUBREGION % (DISABILITY),1036,5
HS GRAD RATE DISTRICT % (DISABILITY),1042,5
HS GRAD RATE STATE % (DISABILITY),1048,5
HS GRAD RATE SCHOOL % (LOW INCOME),1054,5
HS GRAD RATE SUBREGION % (LOW INCOME),1060,5
HS GRAD RATE DISTRICT % (LOW INCOME),1066,5
HS GRAD RATE STATE % (LOW INCOME),1072,5
ACT COMP SCHOOL,1078,4
ACT COMP SUBREGION,1083,4
ACT COMP DISTRICT,1088,4
ACT COMP STATE,1093,4
ACT ENGL SCHOOL SCORE,1098,4
ACT ENGL SUBREGION,1103,4
ACT ENGL DISTRICT SCORE,1108,4
ACT ENGL STATE SCORE,1113,4
ACT MATH SCHOOL SCORE,1118,4
ACT MATH SUBREGION,1123,4
ACT MATH DISTRICT SCORE,1128,4
ACT MATH STATE SCORE,1133,4
ACT READ SCHOOL SCORE,1138,4
ACT READ SUBREGION,1143,4
ACT READ DISTRICT SCORE,1148,4
ACT READ STATE SCORE,1153,4
ACT SCIE SCHOOL SCORE,1158,4
ACT SCIE SUBREGION,1163,4
ACT SCIE DISTRICT SCORE,1168,4
ACT SCIE STATE SCORE,1173,4
ACT # TEST TAKERS SCHOOL,1178,7
ACT # TEST TAKERS SUBREGION,1186,7
ACT # TEST TAKERS DISTRICT,1194,7
ACT # TEST TAKERS STATE,1202,7
ACT % OF CLASS SCHOOL,1210,5
ACT % OF CLASS SUBREGION,1216,5
ACT % OF CLASS DISTRICT,1222,5
ACT % OF CLASS STATE,1228,5
AVG CLASS SIZE - SCHOOL (KG),1234,4
AVG CLASS SIZE - SUBREGION (KG),1239,4
AVG CLASS SIZE - DISTRICT (KG),1244,4
AVG CLASS SIZE - STATE (KG),1249,4
AVG CLASS SIZE - SCHOOL (GR1),1254,4
AVG CLASS SIZE - SUBREGION (GR1),1259,4
AVG CLASS SIZE - DISTRICT (GR1),1264,4
AVG CLASS SIZE - STATE (GR1),1269,4
AVG CLASS SIZE - SCHOOL (GR3),1274,4
AVG CLASS SIZE - SUBREGION (GR3),1279,4
AVG CLASS SIZE - DISTRICT (GR3),1284,4
AVG CLASS SIZE - STATE (GR3),1289,4
AVG CLASS SIZE - SCHOOL (GR6),1294,4
AVG CLASS SIZE - SUBREGION (GR6),1299,4
AVG CLASS SIZE - DISTRICT (GR6),1304,4
AVG CLASS SIZE - STATE (GR6),1309,4
AVG CLASS SIZE - SCHOOL (GR8),1314,4
AVG CLASS SIZE - SUBREGION (GR8),1319,4
AVG CLASS SIZE - DISTRICT (GR8),1324,4
AVG CLASS SIZE - STATE (GR8),1329,4
AVG CLASS SIZE - SCHOOL (H.S.),1334,4
AVG CLASS SIZE - SUBREGION (H.S.),1339,4
AVG CLASS SIZE - DISTRICT (H.S.),1344,4
AVG CLASS SIZE - STATE (H.S.),1349,4
MIN PER DAY MATH (GR3) SCHOOL,1354,3
MIN PER DAY MATH (GR3) SUBREGION,1358,3
MIN PER DAY MATH (GR3) DISTRICT,1362,3
MIN PER DAY MATH (GR3) STATE,1366,3
MIN PER DAY MATH (GR6) SCHOOL,1370,3
MIN PER DAY MATH (GR6) SUBREGION,1374,3
MIN PER DAY MATH (GR6) DISTRICT,1378,3
MIN PER DAY MATH (GR6) STATE,1382,3
MIN PER DAY MATH (GR8) SCHOOL,1386,3
MIN PER DAY MATH (GR8) SUBREGION,1390,3
MIN PER DAY MATH (GR8) DISTRICT,1394,3
MIN PER DAY MATH (GR8) STATE,1398,3
MIN PER DAY SCIE (GR3) SCHOOL,1402,3
MIN PER DAY SCIE (GR3) SUBREGION,1406,3
MIN PER DAY SCIE (GR3) DISTRICT,1410,3
MIN PER DAY SCIE (GR3) STATE,1414,3
MIN PER DAY SCIE (GR6) SCHOOL,1418,3
MIN PER DAY SCIE (GR6) SUBREGION,1422,3
MIN PER DAY SCIE (GR6) DISTRICT,1426,3
MIN PER DAY SCIE (GR6) STATE,1430,3
MIN PER DAY SCIE (GR8) SCHOOL,1434,3
MIN PER DAY SCIE (GR8) SUBREGION,1438,3
MIN PER DAY SCIE (GR8) DISTRICT,1442,3
MIN PER DAY SCIE (GR8) STATE,1446,3
MIN PER DAY ENGL (GR3) SCHOOL,1450,3
MIN PER DAY ENGL (GR3) SUBREGION,1454,3
MIN PER DAY ENGL (GR3) DISTRICT,1458,3
MIN PER DAY ENGL (GR3) STATE,1462,3
MIN PER DAY ENGL (GR6) SCHOOL,1466,3
MIN PER DAY ENGL (GR6) SUBREGION,1470,3
MIN PER DAY ENGL (GR6) DISTRICT,1474,3
MIN PER DAY ENGL (GR6) STATE,1478,3
MIN PER DAY ENGL (GR8) SCHOOL,1482,3
MIN PER DAY ENGL (GR8) SUBREGION,1486,3
MIN PER DAY ENGL (GR8) DISTRICT,1490,3
MIN PER DAY ENGL (GR8) STATE,1494,3
MIN PER DAY SOSC (GR3) SCHOOL,1498,3
MIN PER DAY SOSC (GR3) SUBREGION,1502,3
MIN PER DAY SOSC (GR3) DISTRICT,1506,3
MIN PER DAY SOSC (GR3) STATE,1510,3
MIN PER DAY SOSC (GR6) SCHOOL,1514,3
MIN PER DAY SOSC (GR6) SUBREGION,1518,3
MIN PER DAY SOSC (GR6) DISTRICT,1522,3
MIN PER DAY SOSC (GR6) STATE,1526,3
MIN PER DAY SOSC (GR8) SCHOOL,1530,3
MIN PER DAY SOSC (GR8) SUBREGION,1534,3
MIN PER DAY SOSC (GR8) DISTRICT,1538,3
MIN PER DAY SOSC (GR8) STATE,1542,3
% WHITE TEACH - DISTRICT,1546,5
% WHITE TEACH - STATE,1552,5
% BLACK TEACH - DISTRICT,1558,5
% BLACK TEACH - STATE,1564,5
% HISPANIC TEACH - DISTRICT,1570,5
% HISPANIC TEACH - STATE,1576,5
% ASIAN TEACH - DISTRICT,1582,5
% ASIAN TEACH - STATE,1588,5
% NATIVE AMER TEACH - DISTRICT,1594,5
% NATIVE AMER TEACH - STATE,1600,5
% MALE TEACH - DISTRICT,1606,5
% MALE TEACH - STATE,1612,5
% FEMALE TEACH - DISTRICT,1618,5
% FEMALE TEACH - STATE,1624,5
TOTAL TEACH FTE COUNT- DISTRICT,1630,7
TOTAL TEACH FTE COUNT- STATE,1638,7
AVG TEACH EXP. - DISTRICT,1646,5
AVG TEACH EXP. - STATE,1652,5
AVG TEACH EXP. - STATE HIGH POVERTY,1658,5
AVG TEACH EXP. - STATE LOW POVERTY,1664,5
AVG TEACH EXP. - ALL(DIST TYPE),1670,5
AVG TEACH EXP. - ALL(DIST SIZE),1676,5
BACH DEGREE - DISTRICT,1682,5
BACH DEGREE - STATE,1688,5
BACH DEGREE - STATE HIGH POVERTY,1694,5
BACH DEGREE - STATE LOW POVERTY,1700,5
BACH DEGREE - ALL(DIST TYPE),1706,5
BACH DEGREE - ALL(DIST SIZE),1712,5
MA+ DEGREE - DISTRICT,1718,5
MA+ DEGREE - STATE,1724,5
MA+ DEGREE - STATE HIGH POVERTY,1730,5
MA+ DEGREE - STATE LOW POVERTY,1736,5
MA+ DEGREE - ALL(DIST TYPE),1742,5
MA+ DEGREE - ALL(DIST SIZE),1748,5
PUPIL-TEACHER RATIO -ELEM DISTRICT,1754,5
PUPIL-TEACHER RATIO -ELEM STATE,1760,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST TYPE),1766,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST SIZE),1772,5
PUPIL-TEACHER RATIO -HS DISTRICT,1778,5
PUPIL-TEACHER RATIO -HS STATE,1784,5
PUPIL-TEACHER RATIO -HS ALL(DIST TYPE),1790,5
PUPIL-TEACHER RATIO -HS ALL(DIST SIZE),1796,5
PUPIL-CERTIFIED STAFF RATIO  DISTRICT,1802,5
PUPIL-CERTIFIED STAFF RATIO  STATE,1808,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST TYPE),1814,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST SIZE),1820,5
PUPIL-ADMIN RATIO DISTRICT,1826,5
PUPIL-ADMIN RATIO STATE,1832,5
PUPIL-ADMIN RATIO ALL(DIST TYPE),1838,5
PUPIL-ADMIN RATIO ALL(DIST SIZE),1844,5
AVG TEACHER SALARY DISTRICT,1850,8
AVG TEACHER SALARY STATE,1859,8
AVG TEACHER SALARY ALL(DIST TYPE),1868,8
AVG TEACHER SALARY ALL(DIST SIZE),1877,8
AVG ADMIN SALARY DISTRICT,1886,8
AVG ADMIN SALARY STATE,1895,8
AVG ADMIN SALARY ALL(DIST TYPE),1904,8
AVG ADMIN SALARY ALL(DIST SIZE),1913,8
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SCHOOL),1922,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SUBREG),1928,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(DISTRICT),1934,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(STATE),1940,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE HIGH POVERTY),1946,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE LOW POVERTY),1952,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SCHOOL),1958,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SUBREG),1964,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(DISTRICT),1970,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(STATE),1976,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE HIGH POVERTY),1982,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE LOW POVERTY),1988,5
LOCAL PROPERTY TAXES - DISTRICT DOLLAR (2001-02),1994,15
LOCAL PROPERTY TAXES - DISTRICT % (2001-02),2010,5
LOCAL PROPERTY TAXES - STATE % (2001-02),2016,5
OTHER LOCAL FUNDING - DISTRICT DOLLAR (2001-02),2022,15
OTHER LOCAL FUNDING - DISTRICT % (2001-02),2038,5
OTHER LOCAL FUNDING - STATE % (2001-02),2044,5
GENERAL STATE AID - DISTRICT DOLLAR (2001-02),2050,15
GENERAL STATE AID - DISTRICT % (2001-02),2066,5
GENERAL STATE AID - STATE % (2001-02),2072,5
OTHER STATE FUNDING - DISTRICT DOLLAR (2001-02),2078,15
OTHER STATE FUNDING - DISTRICT % (2001-02),2094,5
OTHER STATE FUNDING - STATE % (2001-02),2100,5
FEDERAL FUNDING - DISTRICT DOLLAR (2001-02),2106,15
FEDERAL FUNDING - DISTRICT % (2001-02),2122,5
FEDERAL FUNDING - STATE % (2001-02),2128,5
TOTAL REVENUE SOURCE (2001-02),2134,15
EAV PER PUPIL  DISTRICT (2000),2150,10
EAV PER PUPIL  ALL(DIST TYPE) (2000),2161,10
EAV PER PUPIL  ALL(DIST SIZE) (2000),2172,10
TOT SCHL TAX RATE PER $100  DISTRICT (2000),2183,5
TOT SCHL TAX RATE PER $100  ALL(DIST TYPE) (2000),2189,5
TOT SCHL TAX RATE PER $100  ALL(DIST SIZE) (2000),2195,5
INSTRUCT EXPEND PER PUPIL  DISTRICT (2001-02),2201,8
INSTRUCT EXPEND PER PUPIL  STATE (2001-02),2210,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST TYPE) (2001-02),2219,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST SIZE) (2001-02),2228,8
OPER EXPEND PP - DISTRICT (2001-02),2237,8
OPER EXPEND PP - STATE (2001-02),2246,8
OPER EXPEND PP - ALL(DIST TYPE) (2001-02),2255,8
OPER EXPEND PP - ALL(DIST SIZE) (2001-02),2264,8
INSTRUCTION  -  DOLLARS (2001-02),2273,15
INSTRUCTION  -  DISTRICT % (2001-02),2289,5
INSTRUCTION  -  STATE % (2001-02),2295,5
GENERAL ADMIN  -  DOLLARS (2001-02),2301,15
GENERAL ADMIN  -  DISTRICT % (2001-02),2317,5
GENERAL ADMIN  -  STATE % (2001-02),2323,5
SUPPORTING SERVICES  -  DOLLARS (2001-02),2329,15
SUPPORTING SERVICES  -  DISTRICT % (2001-02),2345,5
SUPPORTING SERVICES  -  STATE % (2001-02),2351,5
OTHER EXPENDITURES  -  DOLLARS (2001-02),2357,15
OTHER EXPENDITURES  -  DISTRICT % (2001-02),2373,5
OTHER EXPENDITURES  -  STATE % (2001-02),2379,5
EDUCATION FUND - DOLLARS (2001-02),2385,15
EDUCATION FUND - DISTRICT % (2001-02),2401,5
EDUCATION FUND - STATE % (2001-02),2407,5
OPERATIONS/B/M - DOLLARS (2001-02),2413,15
OPERATIONS/B/M - DISTRICT % (2001-02),2429,5
OPERATIONS/B/M - STATE % (2001-02),2435,5
TRANSPORTATION - DOLLARS (2001-02),2441,15
TRANSPORTATION - DISTRICT % (2001-02),2457,5
TRANSPORTATION - STATE % (2001-02),2463,5
BOND & INTEREST - DOLLARS (2001-02),2469,15
BOND & INTEREST - DISTRICT % (2001-02),2485,5
BOND & INTEREST - STATE % (2001-02),2491,5
RENT - DOLLARS (2001-02),2497,15
RENT - DISTRICT % (2001-02),2513,5
RENT - STATE % (2001-02),2519,5
MUNIC. RET./SOC. SECURITY - DOLLARS (2001-02),2525,15
MUNIC. RET./SOC. SECURITY - DISTRICT % (2001-02),2541,5
MUNIC. RET./SOC. SECURITY  - STATE % (2001-02),2547,5
FIRE PREV. & SAFETY- DOLLARS (2001-02),2553,15
FIRE PREV. & SAFETY - DISTRICT % (2001-02),2569,5
FIRE PREV. & SAFETY- STATE % (2001-02),2575,5
SITE & CONST./CAP. IMP. - DOLLARS (2001-02),2581,15
SITE & CONST./CAP. IMP.- DISTRICT % (2001-02),2597,5
SITE & CONST./CAP. IMP. - STATE % (2001-02),2603,5
TOTAL EXPENDITURES (2001-02),2609,15
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (ALL)",2625,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2631,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2639,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2647,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (ALL),2657,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (ALL),2663,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (ALL),2669,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (ALL),2675,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (ALL),2681,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (ALL),2687,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (ALL),2693,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (ALL),2699,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (MALE)",2705,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2711,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2719,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2727,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (MALE),2737,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (MALE),2743,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (MALE),2749,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (MALE),2755,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (MALE),2761,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (MALE),2767,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (MALE),2773,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (MALE),2779,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (FEMALE)",2785,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2791,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2799,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2807,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (FEMALE),2817,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (FEMALE),2823,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (FEMALE),2829,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (FEMALE),2835,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (FEMALE),2841,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (FEMALE),2847,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (FEMALE),2853,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (FEMALE),2859,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (WHITE)",2865,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2871,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2879,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2887,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (WHITE),2897,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (WHITE),2903,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (WHITE),2909,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (WHITE),2915,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (WHITE),2921,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (WHITE),2927,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (WHITE),2933,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (WHITE),2939,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (BLACK)",2945,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2951,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2959,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2967,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (BLACK),2977,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (BLACK),2983,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (BLACK),2989,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (BLACK),2995,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (BLACK),3001,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (BLACK),3007,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (BLACK),3013,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (BLACK),3019,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (HISPANIC)",3025,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3031,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3039,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3047,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (HISPANIC),3057,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (HISPANIC),3063,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (HISPANIC),3069,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (HISPANIC),3075,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (HISPANIC),3081,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (HISPANIC),3087,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (HISPANIC),3093,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (HISPANIC),3099,5
