column,start,length
ATTENDANCE RATE STATE % (ALL),421,5
ATTENDANCE RATE SCHOOL % (MALE),427,5
ATTENDANCE RATE SUBREGION % (MALE),433,5
ATTENDANCE RATE DISTRICT % (MALE),439,5
ATTENDANCE RATE STATE % (MALE),445,5
ATTENDANCE RATE SCHOOL % (FEMALE),451,5
ATTENDANCE RATE SUBREGION % (FEMALE),457,5
ATTENDANCE RATE DISTRICT % (FEMALE),463,5
ATTENDANCE RATE STATE % (FEMALE),469,5
ATTENDANCE RATE SCHOOL % (WHITE),475,5
ATTENDANCE RATE SUBREGION % (WHITE),481,5
ATTENDANCE RATE DISTRICT % (WHITE),487,5
ATTENDANCE RATE STATE % (WHITE),493,5
ATTENDANCE RATE SCHOOL % (BLACK),499,5
ATTENDANCE RATE SUBREGION % (BLACK),505,5
ATTENDANCE RATE DISTRICT % (BLACK),511,5
ATTENDANCE RATE STATE % (BLACK),517,5
ATTENDANCE RATE SCHOOL % (HISPANIC),523,5
ATTENDANCE RATE SUBREGION % (HISPANIC),529,5
ATTENDANCE RATE DISTRICT % (HISPANIC),535,5
ATTENDANCE RATE STATE % (HISPANIC),541,5
ATTENDANCE RATE SCHOOL % (ASIAN),547,5
ATTENDANCE RATE SUBREGION % (ASIAN),553,5
ATTENDANCE RATE DISTRICT % (ASIAN),559,5
ATTENDANCE RATE STATE % (ASIAN),565,5
ATTENDANCE RATE SCHOOL % (NATIVE AMERICAN),571,5
ATTENDANCE RATE SUBREGION % (NATIVE AMERICAN),577,5
ATTENDANCE RATE DISTRICT % (NATIVE AMERICAN),583,5
ATTENDANCE RATE STATE % (NATIVE AMERICAN),589,5
ATTENDANCE RATE SCHOOL % (MULTIRACIAL),595,5
ATTENDANCE RATE SUBREGION % (MULTIRACIAL),601,5
ATTENDANCE RATE DISTRICT % (MULTIRACIAL),607,5
ATTENDANCE RATE STATE % (MULTIRACIAL),613,5
ATTENDANCE RATE SCHOOL % (LEP),619,5
ATTENDANCE RATE SUBREGION % (LEP),625,5
ATTENDANCE RATE DISTRICT % (LEP),631,5
ATTENDANCE RATE STATE % (LEP),637,5
ATTENDANCE RATE SCHOOL % (MIGRANT),643,5
ATTENDANCE RATE SUBREGION % (MIGRANT),649,5
ATTENDANCE RATE DISTRICT % (MIGRANT),655,5
ATTENDANCE RATE STATE % (MIGRANT),661,5
ATTENDANCE RATE SCHOOL % (IEP),667,5
ATTENDANCE RATE SUBREGION % (IEP),673,5
ATTENDANCE RATE DISTRICT % (IEP),679,5
ATTENDANCE RATE STATE % (IEP),685,5
ATTENDANCE RATE SCHOOL % (LOW INCOME),691,5
ATTENDANCE RATE SUBREGION % (LOW INCOME),697,5
ATTENDANCE RATE DISTRICT % (LOW INCOME),703,5
ATTENDANCE RATE STATE % (LOW INCOME),709,5
MOBILITY RATE SCHOOL %,715,5
MOBILITY RATE SUBREGION %,721,5
MOBILITY RATE DISTRICT %,727,5
MOBILITY RATE STATE %,733,5
CHRONIC TRUANTS # - SCHOOL,739,5
CHRONIC TRUANTS  #- SUBREGION,745,6
CHRONIC TRUANTS  #- DISTRICT,752,6
CHRONIC TRUANTS  #- STATE,759,6
CHRONIC TRUANTS RATE SCHOOL %,766,5
CHRONIC TRUANTS RATE SUBREGION %,772,5
CHRONIC TRUANTS RATE DISTRICT %,778,5
CHRONIC TRUANTS RATE STATE %,784,5
DROPOUT RATE  SCHOOL %,790,5
DROPOUT RATE SUBREGION %,796,5
DROPOUT RATE DISTRICT %,802,5
DROPOUT RATE STATE %,808,5
HS GRAD RATE SCHOOL % (ALL),814,5
HS GRAD RATE SUBREGION % (ALL),820,5
HS GRAD RATE DISTRICT % (ALL),826,5
HS GRAD RATE STATE % (ALL),832,5
HS GRAD RATE SCHOOL % (MALE),838,5
HS GRAD RATE SUBREGION % (MALE),844,5
HS GRAD RATE DISTRICT % (MALE),850,5
HS GRAD RATE STATE % (MALE),856,5
HS GRAD RATE SCHOOL % (FEMALE),862,5
HS GRAD RATE SUBREGION % (FEMALE),868,5
HS GRAD RATE DISTRICT % (FEMALE),874,5
HS GRAD RATE STATE % (FEMALE),880,5
HS GRAD RATE SCHOOL % (WHITE),886,5
HS GRAD RATE SUBREGION % (WHITE),892,5
HS GRAD RATE DISTRICT % (WHITE),898,5
HS GRAD RATE STATE % (WHITE),904,5
HS GRAD RATE SCHOOL % (BLACK),910,5
HS GRAD RATE SUBREGION % (BLACK),916,5
HS GRAD RATE DISTRICT % (BLACK),922,5
HS GRAD RATE STATE % (BLACK),928,5
HS GRAD RATE SCHOOL % (HISPANIC),934,5
HS GRAD RATE SUBREGION % (HISPANIC),940,5
HS GRAD RATE DISTRICT % (HISPANIC),946,5
HS GRAD RATE STATE % (HISPANIC),952,5
HS GRAD RATE SCHOOL % (ASIAN),958,5
HS GRAD RATE SUBREGION % (ASIAN),964,5
HS GRAD RATE DISTRICT % (ASIAN),970,5
HS GRAD RATE STATE % (ASIAN),976,5
HS GRAD RATE SCHOOL % (NATIVE AMERICAN),982,5
HS GRAD RATE SUBREGION % (NATIVE AMERICAN),988,5
HS GRAD RATE DISTRICT % (NATIVE AMERICAN),994,5
HS GRAD RATE STATE % (NATIVE AMERICAN),1000,5
HS GRAD RATE SCHOOL % (MULTIRACIAL),1006,5
HS GRAD RATE SUBREGION % (MULTIRACIAL),1012,5
HS GRAD RATE DISTRICT % (MULTIRACIAL),1018,5
HS GRAD RATE STATE % (MULTIRACIAL),1024,5
HS GRAD RATE SCHOOL % (LEP),1030,5
HS GRAD RATE SUBREGION % (LEP),1036,5
HS GRAD RATE DISTRICT % (LEP),1042,5
HS GRAD RATE STATE % (LEP),1048,5
HS GRAD RATE SCHOOL % (MIGRANT),1054,5
HS GRAD RATE SUBREGION % (MIGRANT),1060,5
HS GRAD RATE DISTRICT % (MIGRANT),1066,5
HS GRAD RATE STATE % (MIGRANT),1072,5
HS GRAD RATE SCHOOL % (IEP),1078,5
HS GRAD RATE SUBREGION % (IEP),1084,5
HS GRAD RATE DISTRICT % (IEP),1090,5
HS GRAD RATE STATE % (IEP),1096,5
HS GRAD RATE SCHOOL % (LOW INCOME),1102,5
HS GRAD RATE SUBREGION % (LOW INCOME),1108,5
HS GRAD RATE DISTRICT % (LOW INCOME),1114,5
HS GRAD RATE STATE % (LOW INCOME),1120,5
ACT COMP SCHOOL,1126,4
ACT COMP SUBREGION,1131,4
ACT COMP DISTRICT,1136,4
ACT COMP STATE,1141,4
ACT ENGL SCHOOL SCORE,1146,4
ACT ENGL SUBREGION,1151,4
ACT ENGL DISTRICT SCORE,1156,4
ACT ENGL STATE SCORE,1161,4
ACT MATH SCHOOL SCORE,1166,4
ACT MATH SUBREGION,1171,4
ACT MATH DISTRICT SCORE,1176,4
ACT MATH STATE SCORE,1181,4
ACT READ SCHOOL SCORE,1186,4
ACT READ SUBREGION,1191,4
ACT READ DISTRICT SCORE,1196,4
ACT READ STATE SCORE,1201,4
ACT SCIE SCHOOL SCORE,1206,4
ACT SCIE SUBREGION,1211,4
ACT SCIE DISTRICT SCORE,1216,4
ACT SCIE STATE SCORE,1221,4
ACT # TEST TAKERS SCHOOL,1226,7
ACT # TEST TAKERS SUBREGION,1234,7
ACT # TEST TAKERS DISTRICT,1242,7
ACT # TEST TAKERS STATE,1250,7
ACT % OF CLASS SCHOOL,1258,5
ACT % OF CLASS SUBREGION,1264,5
ACT % OF CLASS DISTRICT,1270,5
ACT % OF CLASS STATE,1276,5
AVG CLASS SIZE - SCHOOL (KG),1282,4
AVG CLASS SIZE - SUBREGION (KG),1287,4
AVG CLASS SIZE - DISTRICT (KG),1292,4
AVG CLASS SIZE - STATE (KG),1297,4
AVG CLASS SIZE - SCHOOL (GR1),1302,4
AVG CLASS SIZE - SUBREGION (GR1),1307,4
AVG CLASS SIZE - DISTRICT (GR1),1312,4
AVG CLASS SIZE - STATE (GR1),1317,4
AVG CLASS SIZE - SCHOOL (GR3),1322,4
AVG CLASS SIZE - SUBREGION (GR3),1327,4
AVG CLASS SIZE - DISTRICT (GR3),1332,4
AVG CLASS SIZE - STATE (GR3),1337,4
AVG CLASS SIZE - SCHOOL (GR6),1342,4
AVG CLASS SIZE - SUBREGION (GR6),1347,4
AVG CLASS SIZE - DISTRICT (GR6),1352,4
AVG CLASS SIZE - STATE (GR6),1357,4
AVG CLASS SIZE - SCHOOL (GR8),1362,4
AVG CLASS SIZE - SUBREGION (GR8),1367,4
AVG CLASS SIZE - DISTRICT (GR8),1372,4
AVG CLASS SIZE - STATE (GR8),1377,4
AVG CLASS SIZE - SCHOOL (H.S.),1382,4
AVG CLASS SIZE - SUBREGION (H.S.),1387,4
AVG CLASS SIZE - DISTRICT (H.S.),1392,4
AVG CLASS SIZE - STATE (H.S.),1397,4
MIN PER DAY MATH (GR3) SCHOOL,1402,3
MIN PER DAY MATH (GR3) SUBREGION,1406,3
MIN PER DAY MATH (GR3) DISTRICT,1410,3
MIN PER DAY MATH (GR3) STATE,1414,3
MIN PER DAY MATH (GR6) SCHOOL,1418,3
MIN PER DAY MATH (GR6) SUBREGION,1422,3
MIN PER DAY MATH (GR6) DISTRICT,1426,3
MIN PER DAY MATH (GR6) STATE,1430,3
MIN PER DAY MATH (GR8) SCHOOL,1434,3
MIN PER DAY MATH (GR8) SUBREGION,1438,3
MIN PER DAY MATH (GR8) DISTRICT,1442,3
MIN PER DAY MATH (GR8) STATE,1446,3
MIN PER DAY SCIE (GR3) SCHOOL,1450,3
MIN PER DAY SCIE (GR3) SUBREGION,1454,3
MIN PER DAY SCIE (GR3) DISTRICT,1458,3
MIN PER DAY SCIE (GR3) STATE,1462,3
MIN PER DAY SCIE (GR6) SCHOOL,1466,3
MIN PER DAY SCIE (GR6) SUBREGION,1470,3
MIN PER DAY SCIE (GR6) DISTRICT,1474,3
MIN PER DAY SCIE (GR6) STATE,1478,3
MIN PER DAY SCIE (GR8) SCHOOL,1482,3
MIN PER DAY SCIE (GR8) SUBREGION,1486,3
MIN PER DAY SCIE (GR8) DISTRICT,1490,3
MIN PER DAY SCIE (GR8) STATE,1494,3
MIN PER DAY ENGL (GR3) SCHOOL,1498,3
MIN PER DAY ENGL (GR3) SUBREGION,1502,3
MIN PER DAY ENGL (GR3) DISTRICT,1506,3
MIN PER DAY ENGL (GR3) STATE,1510,3
MIN PER DAY ENGL (GR6) SCHOOL,1514,3
MIN PER DAY ENGL (GR6) SUBREGION,1518,3
MIN PER DAY ENGL (GR6) DISTRICT,1522,3
MIN PER DAY ENGL (GR6) STATE,1526,3
MIN PER DAY ENGL (GR8) SCHOOL,1530,3
MIN PER DAY ENGL (GR8) SUBREGION,1534,3
MIN PER DAY ENGL (GR8) DISTRICT,1538,3
MIN PER DAY ENGL (GR8) STATE,1542,3
MIN PER DAY SOSC (GR3) SCHOOL,1546,3
MIN PER DAY SOSC (GR3) SUBREGION,1550,3
MIN PER DAY SOSC (GR3) DISTRICT,1554,3
MIN PER DAY SOSC (GR3) STATE,1558,3
MIN PER DAY SOSC (GR6) SCHOOL,1562,3
MIN PER DAY SOSC (GR6) SUBREGION,1566,3
MIN PER DAY SOSC (GR6) DISTRICT,1570,3
MIN PER DAY SOSC (GR6) STATE,1574,3
MIN PER DAY SOSC (GR8) SCHOOL,1578,3
MIN PER DAY SOSC (GR8) SUBREGION,1582,3
MIN PER DAY SOSC (GR8) DISTRICT,1586,3
MIN PER DAY SOSC (GR8) STATE,1590,3
% WHITE TEACH - DISTRICT,1594,5
% WHITE TEACH - STATE,1600,5
% BLACK TEACH - DISTRICT,1606,5
% BLACK TEACH - STATE,1612,5
% HISPANIC TEACH - DISTRICT,1618,5
% HISPANIC TEACH - STATE,1624,5
% ASIAN TEACH - DISTRICT,1630,5
% ASIAN TEACH - STATE,1636,5
% NATIVE AMER TEACH - DISTRICT,1642,5
% NATIVE AMER TEACH - STATE,1648,5
% MALE TEACH - DISTRICT,1654,5
% MALE TEACH - STATE,1660,5
% FEMALE TEACH - DISTRICT,1666,5
% FEMALE TEACH - STATE,1672,5
TOTAL TEACH FTE COUNT- DISTRICT,1678,7
TOTAL TEACH FTE COUNT- STATE,1686,7
AVG TEACH EXP. - DISTRICT,1694,5
AVG TEACH EXP. - STATE,1700,5
AVG TEACH EXP. - STATE HIGH POVERTY,1706,5
AVG TEACH EXP. - STATE LOW POVERTY,1712,5
AVG TEACH EXP. - ALL(DIST TYPE),1718,5
AVG TEACH EXP. - ALL(DIST SIZE),1724,5
BACH DEGREE - DISTRICT,1730,5
BACH DEGREE - STATE,1736,5
BACH DEGREE - STATE HIGH POVERTY,1742,5
BACH DEGREE - STATE LOW POVERTY,1748,5
BACH DEGREE - ALL(DIST TYPE),1754,5
BACH DEGREE - ALL(DIST SIZE),1760,5
MA+ DEGREE - DISTRICT,1766,5
MA+ DEGREE - STATE,1772,5
MA+ DEGREE - STATE HIGH POVERTY,1778,5
MA+ DEGREE - STATE LOW POVERTY,1784,5
MA+ DEGREE - ALL(DIST TYPE),1790,5
MA+ DEGREE - ALL(DIST SIZE),1796,5
PUPIL-TEACHER RATIO -ELEM DISTRICT,1802,5
PUPIL-TEACHER RATIO -ELEM STATE,1808,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST TYPE),1814,5
PUPIL-TEACHER RATIO -ELEM ALL(DIST SIZE),1820,5
PUPIL-TEACHER RATIO -HS DISTRICT,1826,5
PUPIL-TEACHER RATIO -HS STATE,1832,5
PUPIL-TEACHER RATIO -HS ALL(DIST TYPE),1838,5
PUPIL-TEACHER RATIO -HS ALL(DIST SIZE),1844,5
PUPIL-CERTIFIED STAFF RATIO  DISTRICT,1850,5
PUPIL-CERTIFIED STAFF RATIO  STATE,1856,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST TYPE),1862,5
PUPIL-CERTIFIED STAFF RATIO  ALL(DIST SIZE),1868,5
PUPIL-ADMIN RATIO DISTRICT,1874,5
PUPIL-ADMIN RATIO STATE,1880,5
PUPIL-ADMIN RATIO ALL(DIST TYPE),1886,5
PUPIL-ADMIN RATIO ALL(DIST SIZE),1892,5
AVG TEACHER SALARY DISTRICT,1898,8
AVG TEACHER SALARY STATE,1907,8
AVG TEACHER SALARY ALL(DIST TYPE),1916,8
AVG TEACHER SALARY ALL(DIST SIZE),1925,8
AVG ADMIN SALARY DISTRICT,1934,8
AVG ADMIN SALARY STATE,1943,8
AVG ADMIN SALARY ALL(DIST TYPE),1952,8
AVG ADMIN SALARY ALL(DIST SIZE),1961,8
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SCHOOL),1970,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(SUBREG),1976,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(DISTRICT),1982,5
% TCHRS WITH EMERGENCY OR PROVISIONAL CREDENTIALS(STATE),1988,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE HIGH POVERTY),1994,5
% EMERGENCY OR PROVISIONAL CREDENTIALS (STATE LOW POVERTY),2000,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SCHOOL),2006,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(SUBREG),2012,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(DISTRICT),2018,5
% CLASSES NOT TAUGHT BY HIGHLY QUALIFIED TEACHERS(STATE),2024,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE HIGH POVERTY),2030,5
% CLS NOT TAUGHT BY HIGHLY QUALIFIED TCHRS(STATE LOW POVERTY),2036,5
LOCAL PROPERTY TAXES - DISTRICT DOLLAR (2002-03),2042,15
LOCAL PROPERTY TAXES - DISTRICT % (2002-03),2058,5
LOCAL PROPERTY TAXES - STATE % (2002-03),2064,5
OTHER LOCAL FUNDING - DISTRICT DOLLAR (2002-03),2070,15
OTHER LOCAL FUNDING - DISTRICT % (2002-03),2086,5
OTHER LOCAL FUNDING - STATE % (2002-03),2092,5
GENERAL STATE AID - DISTRICT DOLLAR (2002-03),2098,15
GENERAL STATE AID - DISTRICT % (2002-03),2114,5
GENERAL STATE AID - STATE % (2002-03),2120,5
OTHER STATE FUNDING - DISTRICT DOLLAR (2002-03),2126,15
OTHER STATE FUNDING - DISTRICT % (2002-03),2142,5
OTHER STATE FUNDING - STATE % (2002-03),2148,5
FEDERAL FUNDING - DISTRICT DOLLAR (2002-03),2154,15
FEDERAL FUNDING - DISTRICT % (2002-03),2170,5
FEDERAL FUNDING - STATE % (2002-03),2176,5
TOTAL REVENUE SOURCE (2002-03),2182,15
EAV PER PUPIL  DISTRICT (2001),2198,10
EAV PER PUPIL  ALL(DIST TYPE) (2001),2209,10
EAV PER PUPIL  ALL(DIST SIZE) (2001),2220,10
TOT SCHL TAX RATE PER $100  DISTRICT (2001),2231,5
TOT SCHL TAX RATE PER $100  ALL(DIST TYPE) (2001),2237,5
TOT SCHL TAX RATE PER $100  ALL(DIST SIZE) (2001),2243,5
INSTRUCT EXPEND PER PUPIL  DISTRICT (2002-03),2249,8
INSTRUCT EXPEND PER PUPIL  STATE (2002-03),2258,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST TYPE) (2002-03),2267,8
INSTRUCT EXPEND PER PUPIL  ALL(DIST SIZE) (2002-03),2276,8
OPER EXPEND PP - DISTRICT (2002-03),2285,8
OPER EXPEND PP - STATE (2002-03),2294,8
OPER EXPEND PP - ALL(DIST TYPE) (2002-03),2303,8
OPER EXPEND PP - ALL(DIST SIZE) (2002-03),2312,8
INSTRUCTION  -  DOLLARS (2002-03),2321,15
INSTRUCTION  -  DISTRICT % (2002-03),2337,5
INSTRUCTION  -  STATE % (2002-03),2343,5
GENERAL ADMIN  -  DOLLARS (2002-03),2349,15
GENERAL ADMIN  -  DISTRICT % (2002-03),2365,5
GENERAL ADMIN  -  STATE % (2002-03),2371,5
SUPPORTING SERVICES  -  DOLLARS (2002-03),2377,15
SUPPORTING SERVICES  -  DISTRICT % (2002-03),2393,5
SUPPORTING SERVICES  -  STATE % (2002-03),2399,5
OTHER EXPENDITURES  -  DOLLARS (2002-03),2405,15
OTHER EXPENDITURES  -  DISTRICT % (2002-03),2421,5
OTHER EXPENDITURES  -  STATE % (2002-03),2427,5
EDUCATION FUND - DOLLARS (2002-03),2433,15
EDUCATION FUND - DISTRICT % (2002-03),2449,5
EDUCATION FUND - STATE % (2002-03),2455,5
OPERATIONS/B/M - DOLLARS (2002-03),2461,15
OPERATIONS/B/M - DISTRICT % (2002-03),2477,5
OPERATIONS/B/M - STATE % (2002-03),2483,5
TRANSPORTATION - DOLLARS (2002-03),2489,15
TRANSPORTATION - DISTRICT % (2002-03),2505,5
TRANSPORTATION - STATE % (2002-03),2511,5
BOND & INTEREST - DOLLARS (2002-03),2517,15
BOND & INTEREST - DISTRICT % (2002-03),2533,5
BOND & INTEREST - STATE % (2002-03),2539,5
RENT - DOLLARS (2002-03),2545,15
RENT - DISTRICT % (2002-03),2561,5
RENT - STATE % (2002-03),2567,5
MUNIC. RET./SOC. SECURITY - DOLLARS (2002-03),2573,15
MUNIC. RET./SOC. SECURITY - DISTRICT % (2002-03),2589,5
MUNIC. RET./SOC. SECURITY  - STATE % (2002-03),2595,5
FIRE PREV. & SAFETY- DOLLARS (2002-03),2601,15
FIRE PREV. & SAFETY - DISTRICT % (2002-03),2617,5
FIRE PREV. & SAFETY- STATE % (2002-03),2623,5
SITE & CONST./CAP. IMP. - DOLLARS (2002-03),2629,15
SITE & CONST./CAP. IMP.- DISTRICT % (2002-03),2645,5
SITE & CONST./CAP. IMP. - STATE % (2002-03),2651,5
TOTAL EXPENDITURES (2002-03),2657,15
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (ALL)",2673,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2679,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2687,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (ALL)",2695,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (ALL),2705,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (ALL),2711,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (ALL),2717,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (ALL),2723,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (ALL),2729,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (ALL),2735,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (ALL),2741,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (ALL),2747,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (MALE)",2753,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2759,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2767,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (MALE)",2775,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (MALE),2785,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (MALE),2791,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (MALE),2797,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (MALE),2803,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (MALE),2809,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (MALE),2815,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (MALE),2821,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (MALE),2827,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (FEMALE)",2833,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2839,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2847,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (FEMALE)",2855,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (FEMALE),2865,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (FEMALE),2871,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (FEMALE),2877,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (FEMALE),2883,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (FEMALE),2889,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (FEMALE),2895,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (FEMALE),2901,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (FEMALE),2907,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (WHITE)",2913,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2919,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2927,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (WHITE)",2935,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (WHITE),2945,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (WHITE),2951,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (WHITE),2957,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (WHITE),2963,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (WHITE),2969,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (WHITE),2975,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (WHITE),2981,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (WHITE),2987,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (BLACK)",2993,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",2999,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",3007,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (BLACK)",3015,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (BLACK),3025,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (BLACK),3031,5
% OF STUDENTS NOT TAKING READING TESTS (DISTRICT) (BLACK),3037,5
% OF STUDENTS NOT TAKING READING TESTS (STATE) (BLACK),3043,5
% OF STUDENTS NOT TAKING MATH TESTS (SCHOOL) (BLACK),3049,5
% OF STUDENTS NOT TAKING MATH TESTS (SUBREGION) (BLACK),3055,5
% OF STUDENTS NOT TAKING MATH TESTS (DISTRICT) (BLACK),3061,5
% OF STUDENTS NOT TAKING MATH TESTS (STATE) (BLACK),3067,5
"TOTAL SCHOOL ENROLLMENT FOR GRADE 2,3,5,8, AND 11 (HISPANIC)",3073,5
"TOTAL SUBREGION ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3079,7
"TOTAL DISTRICT ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3087,7
"TOTAL STATE ENROLLMENT FOR GRADE 2, 3, 5, 8, AND 11 (HISPANIC)",3095,9
% OF STUDENTS NOT TAKING READING TESTS (SCHOOL) (HISPANIC),3105,5
% OF STUDENTS NOT TAKING READING TESTS (SUBREGION) (HISPANIC),3111,5
